"46270DO002_201617 Land Management and Farming in Australia, 2016�17",,,,,,,
Released at 11:30 am (Canberra time) 26 June 2018,,,,,,,
"Land Management and Farming in Australia, 2016-17 � Australia, States and Territories and NRM regions�2016-17",,,,,,,
,,,,,,,
Region code,Region label,Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors
9991,New South Wales and Australian Capital Territory,LMCRSTMCMBAHA_F,Crop stubble and/or trash management - Cool-moderate burn - Total area (ha),"823,944",,"2,828",
9991,New South Wales and Australian Capital Territory,LMCRSTMHOBAHA_F,Crop stubble and/or trash management - Hot burn - Total area (ha),"419,705",,"1,383",
9991,New South Wales and Australian Capital Territory,LMCRSTMWDLAHA_F,Crop stubble and/or trash management - Windrowed and left - Total area (ha),"26,126",^,127,^
9991,New South Wales and Australian Capital Territory,LMCRSTMWDRAHA_F,Crop stubble and/or trash management - Windrowed and removed - Total area (ha),"105,900",^,454,^
9991,New South Wales and Australian Capital Territory,LMCRSTMINCSAHA_F,Crop stubble and/or trash management - Incorporated into soil - Total area (ha),"788,674",,"2,307",
9991,New South Wales and Australian Capital Territory,LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"1,010,844",,"1,940",
9991,New South Wales and Australian Capital Territory,LMCRSTMRESAHA_F,Crop stubble and/or trash management - Retained standing - Total area (ha),"1,719,666",,"1,888",
9991,New South Wales and Australian Capital Territory,LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"579,824",,"2,574",
9991,New South Wales and Australian Capital Territory,LMCRSTMOTHAHA_F,Crop stubble and/or trash management - Other practice - Total area (ha),"122,106",^,318,^
9991,New South Wales and Australian Capital Territory,LMCROPSOWU6AHA_F,Crop management - Crop land sown to pasture for less than six months of the year (ha),"162,926",^,"1,727",
9991,New South Wales and Australian Capital Territory,LMCRROTAHALT6_F,Crop management - Crop land sown to pasture for six months or more of the year (ha),"338,061",,"3,148",
9991,New South Wales and Australian Capital Territory,LMINTCROPNEW_F,Crop management - Intercropping practices - Total area (ha),"319,529",^,"1,904",
9991,New South Wales and Australian Capital Territory,LMINTCROPAHAMS_F,Crop management - Intercropping practices - Mixed inter-row/strip cropping - Area (ha),"119,019",^,271,^
9991,New South Wales and Australian Capital Territory,LMINTCROPAHARE_F,Crop management - Intercropping practices - Relay cropping - Area (ha),739,^,25,**
9991,New South Wales and Australian Capital Territory,LMINTCROPAHARA_F,Crop management - Intercropping practices - Row alley cropping - Area (ha),"10,425",*,70,*
9991,New South Wales and Australian Capital Territory,LMINTCROPAHACO_F,Crop management - Intercropping practices - Cover cropping - Area (ha),"112,180",^,847,
9991,New South Wales and Australian Capital Territory,LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"56,923",^,694,^
9991,New South Wales and Australian Capital Territory,LMINTCROPAHAOT_F,Crop management - Intercropping practices - Other intercropping practices - Area (ha),"20,242",**,137,*
9991,New South Wales and Australian Capital Territory,LMSOILENHAHA_F,Soil management - Soil enhancer use - All soil enhancers - Area applied to (ha),"1,242,552",,"8,141",
9991,New South Wales and Australian Capital Territory,LMSOILENHATO_F,Soil management - Soil enhancer use - All soil enhancers - Weight applied (t),"1,841,358",,"7,909",
9991,New South Wales and Australian Capital Territory,LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"16,799,646",*,349,^
9991,New South Wales and Australian Capital Territory,LMSOILENHAHACO_F,Soil management - Soil enhancer use - Compost - Area applied to (ha),"54,263",^,789,
9991,New South Wales and Australian Capital Territory,LMSOILENHATOCO_F,Soil management - Soil enhancer use - Compost - Weight applied (t),"207,837",,785,
9991,New South Wales and Australian Capital Territory,LMSOILENHALTCO_F,Soil management - Soil enhancer use - Compost - Volume applied (L),"997,132",*,40,*
9991,New South Wales and Australian Capital Territory,LMSOILENHAHAGM_F,Soil management - Soil enhancer use - Green manure - Area applied to (ha),"12,743",^,270,^
9991,New South Wales and Australian Capital Territory,LMSOILENHAHAMU_F,Soil management - Soil enhancer use - Mulch - Area applied to (ha),"3,705",*,294,^
9991,New South Wales and Australian Capital Territory,LMSOILENHATOMU_F,Soil management - Soil enhancer use - Mulch - Weight applied (t),"34,449",*,293,^
9991,New South Wales and Australian Capital Territory,LMSOILENHALTMU_F,Soil management - Soil enhancer use - Mulch - Volume applied (L),np,,np,
9991,New South Wales and Australian Capital Territory,LMSOILENHAHALM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Area applied to (ha),"438,983",,"4,349",
9991,New South Wales and Australian Capital Territory,LMSOILENHATOLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Amount applied (t),"596,257",,"4,329",
9991,New South Wales and Australian Capital Territory,LMSOILENHALTLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Volume applied (L),np,,105,^
9991,New South Wales and Australian Capital Territory,LMSOILENHAHADM_F,Soil management - Soil enhancer use - Dolomite - Area applied to (ha),"13,589",^,273,^
9991,New South Wales and Australian Capital Territory,LMSOILENHATODM_F,Soil management - Soil enhancer use - Dolomite - Amount applied (t),"11,108",^,271,^
9991,New South Wales and Australian Capital Territory,LMSOILENHALTDM_F,Soil management - Soil enhancer use - Dolomite - Volume applied (L),np,,7,*
9991,New South Wales and Australian Capital Territory,LMSOILENHAHAGY_F,Soil management - Soil enhancer use - Gypsum - Area applied to (ha),"405,114",,"2,162",
9991,New South Wales and Australian Capital Territory,LMSOILENHATOGY_F,Soil management - Soil enhancer use - Gypsum - Weight applied (t),"379,645",,"2,149",
9991,New South Wales and Australian Capital Territory,LMSOILENHALTGY_F,Soil management - Soil enhancer use - Gypsum - Volume applied (L),np,,46,^
9991,New South Wales and Australian Capital Territory,LMSOILENHAHABI_F,Soil management - Soil enhancer use - Biochar - Area applied to (ha),"1,388",*,32,*
9991,New South Wales and Australian Capital Territory,LMSOILENHATOBI_F,Soil management - Soil enhancer use - Biochar - Weight applied (t),"1,950",**,32,*
9991,New South Wales and Australian Capital Territory,LMSOILENHAHAPM_F,Soil management - Soil enhancer use - Poultry manure - Area applied to (ha),"139,880",^,"1,742",
9991,New South Wales and Australian Capital Territory,LMSOILENHATOPM_F,Soil management - Soil enhancer use - Poultry manure - Weight applied (t),"375,917",,"1,728",
9991,New South Wales and Australian Capital Territory,LMSOILENHALTPM_F,Soil management - Soil enhancer use - Poultry manure - Volume applied (L),"9,004,024",**,24,*
9991,New South Wales and Australian Capital Territory,LMSOILENHAHAOT_F,Soil management - Soil enhancer use - Other soil enhancers - Area applied to (ha) (h),"172,887",^,951,
9991,New South Wales and Australian Capital Territory,LMSOILENHATOOT_F,Soil management - Soil enhancer use - Other soil enhancers - Weight applied (t) (h),"234,195",^,787,^
9991,New South Wales and Australian Capital Territory,LMSOILENHALTOT_F,Soil management - Soil enhancer use - Other soil enhancers - Volume applied (L) (h),"6,708,573",^,175,^
9991,New South Wales and Australian Capital Territory,LMFINHIBAHA_F,Fertiliser - Fertiliser containing nitrification inhibitor - Area applied to (ha),"77,427",*,252,^
9991,New South Wales and Australian Capital Territory,LMFINHIBATO_F,Fertiliser - Fertiliser containing nitrification inhibitor - Amount applied (t),"6,346",^,240,^
9991,New South Wales and Australian Capital Territory,LMFINHIBALT_F,Fertiliser - Fertiliser containing nitrification inhibitor - Volume applied (L),"72,590",**,24,*
9991,New South Wales and Australian Capital Territory,LMSLFERTAHANITRA_F,Fertiliser - Nitrate slow release fertiliser - Area applied to (ha),"328,373",^,"1,547",
9991,New South Wales and Australian Capital Territory,LMSLFERTATONITRA_F,Fertiliser - Nitrate slow release fertiliser - Weight applied (t),"35,283",^,"1,547",
9991,New South Wales and Australian Capital Territory,LMSLFERTAHAURE_F,Fertiliser - Urea slow release fertiliser - Area applied to (ha),"656,757",,"2,624",
9991,New South Wales and Australian Capital Territory,LMSLFERTATOURE_F,Fertiliser - Urea slow release fertiliser - Weight applied (t),"94,297",,"2,624",
9991,New South Wales and Australian Capital Territory,LMSLFERTAHAOT_F,Fertiliser - Other slow release fertiliser - Area applied to (ha),"183,597",^,901,
9991,New South Wales and Australian Capital Territory,LMSLFERTATOOT_F,Fertiliser - Other slow release fertiliser - Weight applied (t),"18,175",^,901,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHASSP_F,Fertiliser - Fertiliser use - Single superphosphate - Area applied to (ha),"1,850,929",,"5,607",
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Weight applied (t),"263,189",,"5,594",
9991,New South Wales and Australian Capital Territory,AGFERTTYPELTRSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Volume applied (L),np,,31,*
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHADTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Area applied to (ha),"365,207",^,878,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATODTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Weight applied (t),"36,213",^,878,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),160,*,12,**
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAOPB_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Area applied to (ha),"662,377",^,"1,379",
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOOPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Weight applied (t),"68,472",^,"1,355",
9991,New South Wales and Australian Capital Territory,AGFERTTYPELTROPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Volume applied (L),"293,307",,34,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Area applied to (ha),"61,226",^,526,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Weight applied (t),"6,688",^,501,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPELTRPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Volume applied (L),np,,24,**
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAURE_F,Fertiliser - Fertiliser use - Urea - Area applied to (ha),"3,100,883",,"6,920",
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOURE_F,Fertiliser - Fertiliser use - Urea - Weight applied (t),"470,112",,"6,873",
9991,New South Wales and Australian Capital Territory,AGFERTTYPEALOURA_F,Fertiliser - Fertiliser use - Urea - Volume applied (L),"2,832,428",,151,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Area applied to (ha),"285,184",,843,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Weight applied (t),"33,477",^,800,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEALOAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Volume applied (L),"138,366",^,73,*
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Area applied to (ha),"140,949",*,352,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEALOUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Volume applied (L),"15,431,378",^,352,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAANA_F,Fertiliser - Fertiliser use - Anhydrous ammonia - Area applied to (ha),"163,188",^,np,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOANA_F,Fertiliser - Fertiliser use - Anhydrous ammonia - Weight applied (t),"24,299",^,np,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Area applied to (ha),"26,677",,373,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Weight applied (t),"3,344",,374,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEALOPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Volume applied (L),"344,890",^,34,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Area applied to (ha),"3,716,711",,"6,598",
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),"299,438",,"6,565",
9991,New South Wales and Australian Capital Territory,AGFERTTYPEALOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Volume applied (L),"299,712",^,134,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAONS_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Area applied to (ha),"173,125",^,"1,345",
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Weight applied (t),"28,725",,"1,253",
9991,New South Wales and Australian Capital Territory,AGFERTTYPELTRONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Volume applied (L),"1,245,858",^,118,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPEAHAAOF_F,Fertiliser - Fertiliser use - All other fertilisers - Area applied to (ha),"171,152",^,714,
9991,New South Wales and Australian Capital Territory,AGFERTTYPEATOOTH_F,Fertiliser - Fertiliser use - All other fertilisers - Weight applied (t),"17,392",^,625,^
9991,New South Wales and Australian Capital Territory,AGFERTTYPELTROTH_F,Fertiliser - Fertiliser use - All other fertilisers - Volume applied (L),"1,181,903",,103,^
9991,New South Wales and Australian Capital Territory,LMFCROPAHAIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Area fertilised (ha),"54,071",^,545,^
9991,New South Wales and Australian Capital Territory,LMFCROPATOIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Weight applied (t),"12,702",^,507,^
9991,New South Wales and Australian Capital Territory,LMFCROPALTIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Volume applied (L),"436,037",*,33,*
9991,New South Wales and Australian Capital Territory,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),"261,947",,"1,752",
9991,New South Wales and Australian Capital Territory,LMFCROPATONIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Weight applied (t),"32,870",^,"1,513",
9991,New South Wales and Australian Capital Territory,LMFCROPALTNIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Volume applied (L),"330,347",**,80,*
9991,New South Wales and Australian Capital Territory,LMFCROPAHASC_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Sugar cane - Area fertilised (ha),"15,967",^,318,
9991,New South Wales and Australian Capital Territory,LMFCROPATOSC_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Sugar cane - Weight applied (t),"6,337",,300,
9991,New South Wales and Australian Capital Territory,LMFCROPALTSC_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Sugar cane - Volume applied (L),"5,924",**,7,*
9991,New South Wales and Australian Capital Territory,LMFCROPAHACOT_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Cotton - Area fertilised (ha),"235,489",,526,
9991,New South Wales and Australian Capital Territory,LMFCROPATOCOT_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Cotton - Weight applied (t),"89,466",,489,
9991,New South Wales and Australian Capital Territory,LMFCROPALTCOT_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Cotton - Volume applied (L),"4,978,022",,44,*
9991,New South Wales and Australian Capital Territory,LMFCROPAHARI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Rice - Area fertilised (ha),"70,338",,595,
9991,New South Wales and Australian Capital Territory,LMFCROPATORI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Rice - Weight applied (t),"23,248",,580,
9991,New South Wales and Australian Capital Territory,LMFCROPALTRI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Rice - Volume applied (L),np,,np,
